state_abbr,year,shall_level,income,population,violent,murder,robbery
KS,2015,2,46597.0,2906721.0,395.0,4.33,62.716717565944585
KS,2016,2,46717.0,2907731.0,401.2,4.54,60.425121856182706
KS,2017,2,48271.0,2910689.0,400.4,4.6,56.10355486278335
KS,2018,2,50282.0,2911359.0,441.8,4.19,48.77447267753651
KS,2019,2,52156.0,2912635.0,405.5,3.26,39.72348062836573
KS,2020,2,55229.0,2913805.0,425.0,3.43,31.84839067816824
KS,2021,2,59197.0,2937922.0,444.9,4.83,33.322872424795484
KS,2022,2,61860.0,2937150.0,446.9,4.77,31.322881024122022
KY,1979,0,7535.0,3527000.0,248.0,9.5,92.06124184859654
KY,1980,0,8154.0,3641479.0,266.7,8.82,95.23602909696856
KY,1981,0,9051.0,3661000.0,289.5,8.41,100.71018847309479
KY,1982,0,9607.0,3667000.0,315.0,9.68,97.30024543223344
KY,1983,0,9951.0,3714000.0,322.2,9.8,87.12977921378568
KY,1984,0,11101.0,3723000.0,277.8,6.55,70.66881547139404
KY,1985,0,11584.0,3726000.0,305.5,6.87,75.71121846484165
KY,1986,0,11932.0,3728000.0,334.4,6.65,82.51072961373391
KY,1987,0,12583.0,3727000.0,337.8,7.51,90.17976925140864
KY,1988,0,13733.0,3721000.0,330.1,6.15,74.28110722923945
KY,1989,0,14770.0,3727000.0,356.9,7.86,76.09337268580627
KY,1990,0,15610.0,3685296.0,390.4,7.16,69.05822490242304
KY,1991,0,16359.0,3713000.0,438.0,6.81,83.05952060328575
KY,1992,0,17397.0,3755000.0,535.5,5.75,87.16378162450067
KY,1993,0,17855.0,3789000.0,462.7,6.57,90.39324359989443
KY,1994,0,18584.0,3827000.0,444.0,6.38,93.93781029527045
KY,1995,0,19283.0,3860000.0,364.7,7.15,103.65284974093265
KY,1996,0,20279.0,3884000.0,320.5,5.87,93.79505664263645
KY,1997,1,21369.0,3908000.0,316.9,5.83,90.73694984646878
KY,1998,1,22433.0,3936000.0,328.0,6.02,88.10975609756098
KY,1999,1,23189.0,3960825.0,308.3,5.13,78.36751181887611
KY,2000,1,24815.0,4041769.0,294.5,4.78,80.55878502705127
KY,2001,1,25564.0,4068816.0,258.3,4.45,80.34278276530567
KY,2002,1,26053.0,4089822.0,271.4,4.67,76.55589900978576
KY,2003,1,26661.0,4118189.0,248.5,4.4,78.28683919072193
KY,2004,1,28030.0,4141835.0,245.1,5.7,78.90222570430738
KY,2005,1,29104.0,4172608.0,266.8,4.55,88.4339003328374
KY,2006,1,30476.0,4206074.0,270.1,4.11,91.5342906472877
KY,2007,1,31529.0,4241474.0,290.7,4.86,95.91005391050376
KY,2008,1,32830.0,4269245.0,297.2,4.71,95.56724901007087
KY,2009,1,32198.0,4314113.0,255.0,4.27,84.4205981623569
KY,2010,1,33187.0,4347223.0,243.9,4.32,86.21595901567507
KY,2011,1,34607.0,4366814.0,239.6,3.46,84.84446555314699
KY,2012,1,35630.0,4379730.0,224.9,4.59,80.986727492334
KY,2013,1,35758.0,4399583.0,210.9,3.91,73.80244900482614
KY,2014,1,37225.0,4412617.0,215.2,3.72,75.76003083884235
KY,2015,1,38766.0,4424611.0,223.5,4.95,74.8992397297751
KY,2016,1,39319.0,4436113.0,235.6,5.97,75.98994885838121
KY,2017,1,40403.0,4453874.0,231.1,5.95,66.6161638160397
KY,2018,1,41658.0,4461153.0,217.9,5.6,55.34443674090532
KY,2019,2,43466.0,4472345.0,220.7,5.12,48.341530002716695
KY,2020,2,47086.0,4477251.0,259.1,7.21,52.91193189749693
KY,2021,2,51929.0,4506589.0,269.0,8.3,49.41653210443641
KY,2022,2,52606.0,4512310.0,219.9,7.27,39.27035154942812
LA,1979,0,7846.0,4026000.0,676.3,16.94,219.37406855439642
LA,1980,0,8850.0,4199542.0,665.0,15.74,196.95004836241665
LA,1981,0,10053.0,4305000.0,638.3,15.63,202.04413472706153
LA,1982,0,10649.0,4362000.0,669.1,16.0,212.63182026593307
LA,1983,0,11018.0,4438000.0,640.9,14.17,190.01802613789997
LA,1984,0,11693.0,4462000.0,678.0,12.89,190.51994621246078
LA,1985,0,12161.0,4481000.0,694.2,10.87,190.27002901138138
LA,1986,0,12177.0,4501000.0,758.2,12.77,223.75027771606312
LA,1987,0,12376.0,4461000.0,693.0,11.12,179.0405738623627
LA,1988,0,13250.0,4420000.0,717.4,11.58,209.00452488687785
LA,1989,0,14168.0,4382000.0,781.8,14.9,237.26608854404378
LA,1990,0,15363.0,4219973.0,898.4,17.16,269.8358496606495
LA,1991,0,16091.0,4252000.0,951.0,16.93,278.92756349952964
LA,1992,0,17051.0,4287000.0,984.6,17.42,271.42523909493815
LA,1993,0,17791.0,4295000.0,1061.7,20.35,283.6321303841676
LA,1994,0,18816.0,4315000.0,981.9,19.84,267.20741599073
LA,1995,0,19601.0,4342000.0,1007.4,17.04,268.5859051128512
LA,1996,1,20370.0,4351000.0,929.1,17.51,276.62606297402897
LA,1997,1,21307.0,4352000.0,855.9,15.67,239.13143382352942
LA,1998,1,22265.0,4369000.0,779.5,12.82,198.0086976424811
LA,1999,1,22677.0,4372035.0,732.7,10.7,173.62624041207354
LA,2000,1,23907.0,4468976.0,681.1,12.53,168.53972811668714
LA,2001,1,25630.0,4470368.0,686.3,11.21,175.91392923356645
LA,2002,1,26281.0,4476192.0,663.3,13.25,159.13079689164363
LA,2003,1,26987.0,4493665.0,636.9,13.0,155.95288033264606
LA,2004,1,27983.0,4506685.0,640.0,12.74,145.65029506166948
LA,2005,1,29970.0,4507331.0,596.6,9.98,118.40710167502675
LA,2006,1,33627.0,4287768.0,721.2,12.94,138.25374880357333
LA,2007,1,36208.0,4293204.0,740.4,14.56,147.11623300453462
LA,2008,1,38328.0,4410796.0,671.4,12.33,141.49373491768833
LA,2009,1,36803.0,4492076.0,642.9,11.78,136.9077459953928
LA,2010,1,38067.0,4545343.0,555.3,11.0,116.53685981453984
LA,2011,1,38966.0,4574766.0,554.6,11.06,114.43208242782254
LA,2012,1,40662.0,4602134.0,496.3,10.63,118.59715514585191
LA,2013,1,40996.0,4629284.0,521.2,10.67,119.6513326898933
LA,2014,1,42533.0,4648990.0,515.9,10.24,123.14502719945624
LA,2015,1,42484.0,4668960.0,539.8,10.54,119.10575374387444
LA,2016,1,42132.0,4686157.0,565.0,11.84,118.96741829179005
LA,2017,1,43486.0,4670818.0,556.3,12.33,115.29029818759797
LA,2018,1,45465.0,4659690.0,543.3,11.44,98.719013496606
LA,2019,1,47015.0,4658285.0,559.7,11.74,88.63777119691045
LA,2020,1,50181.0,4645318.0,639.4,15.8,80.66186211579057
LA,2021,1,55112.0,4627098.0,662.7,19.6,60.037630497560244
LA,2022,1,55297.0,4590241.0,639.7,16.51,67.70886321655007
MA,1979,0,9482.0,5769000.0,531.3,3.67,203.2241289651586
MA,1980,0,10688.0,5728288.0,601.3,4.05,235.53285030361604
MA,1981,0,11859.0,5770000.0,628.6,3.64,270.9358752166378
MA,1982,0,12996.0,5781000.0,571.4,3.79,213.78654212074036
MA,1983,0,14046.0,5767000.0,576.8,3.52,208.47927865441304
MA,1984,0,15715.0,5798000.0,523.7,3.64,174.57744049672303
MA,1985,0,16881.0,5822000.0,538.2,3.47,188.49192717279286
MA,1986,0,18143.0,5832000.0,556.9,3.57,192.71262002743484
MA,1987,0,19477.0,5855000.0,564.6,2.95,177.26729291204097
MA,1988,0,21343.0,5871000.0,619.6,3.54,176.32430591040708
MA,1989,0,22455.0,5913000.0,675.0,4.3,202.60443091493318
MA,1990,0,23115.0,6016425.0,736.3,4.04,217.10567321956145
MA,1991,0,23510.0,5996000.0,736.1,4.15,194.61307538358906
MA,1992,0,24613.0,5998000.0,779.0,3.57,184.378126042014
MA,1993,0,25448.0,6012000.0,804.9,3.88,175.6986027944112
MA,1994,0,26579.0,6041000.0,707.6,3.54,168.18407548419137
MA,1995,0,27928.0,6074000.0,687.2,3.57,150.42805400065853
MA,1996,0,29490.0,6092000.0,642.2,2.58,127.67564018384768
MA,1997,0,31026.0,6118000.0,644.2,1.95,109.12062765609676
MA,1998,0,32767.0,6147000.0,621.3,2.02,96.59996746380348
MA,1999,0,34767.0,6175169.0,551.0,1.98,96.04595436983182
MA,2000,0,38381.0,6349097.0,476.1,1.97,91.58782737135691
MA,2001,0,39711.0,6401164.0,477.8,2.23,101.16909986996114
MA,2002,0,39419.0,6421800.0,484.9,2.69,111.63536703105048
MA,2003,0,40158.0,6420357.0,473.1,2.18,124.7749930416642
MA,2004,0,42242.0,6407382.0,460.2,2.67,116.80277529886622
MA,2005,0,44061.0,6433367.0,460.8,2.77,121.81801535649994
MA,2006,0,47311.0,6437193.0,500.5,2.92,125.52054909647731
MA,2007,0,49662.0,6449755.0,441.7,2.9,108.85684805081743
MA,2008,0,51546.0,6497967.0,463.8,2.55,108.91098708257522
MA,2009,0,50751.0,6593587.0,462.6,2.62,113.24640138971398
MA,2010,0,52707.0,6555466.0,468.9,3.26,105.2099118506602
MA,2011,0,54757.0,6607003.0,427.3,2.78,102.43676293169536
MA,2012,0,56259.0,6645303.0,407.0,1.82,98.64110033808844
MA,2013,0,56119.0,6708874.0,406.4,2.06,99.94225558566161
MA,2014,0,58129.0,6755124.0,395.1,1.97,89.96133897764128
MA,2015,0,61536.0,6784240.0,389.9,1.93,77.62107472612998
MA,2016,0,63476.0,6823721.0,380.7,1.98,78.62279246176682
MA,2017,0,66069.0,6863246.0,354.3,2.51,71.01595950371005
MA,2018,0,69191.0,6882635.0,340.3,2.01,59.33773910718787
MA,2019,0,72381.0,6894883.0,328.7,2.22,52.5752213634372
MA,2020,0,77596.0,6893574.0,308.8,2.32,43.73638405854496
MA,2021,0,84132.0,6989690.0,301.1,1.92,37.426552536664715
MA,2022,1,85405.0,6981974.0,324.2,2.15,37.825978727506005
MD,1979,0,10311.0,4149000.0,795.5,9.79,331.1641359363702
MD,1980,0,11477.0,4192211.0,852.4,9.52,392.6567627440508
MD,1981,0,12669.0,4261000.0,887.1,9.88,424.43088476883355
MD,1982,0,13670.0,4265000.0,850.0,10.13,360.5392731535756
MD,1983,0,14559.0,4304000.0,807.1,8.53,347.35130111524165
MD,1984,0,15941.0,4349000.0,792.3,8.14,301.14968958381235
MD,1985,0,17100.0,4392000.0,834.6,7.92,302.18579234972674
MD,1986,0,18167.0,4463000.0,833.0,8.98,304.03316155052653
MD,1987,0,19214.0,4535000.0,767.8,9.61,290.27563395810364
MD,1988,0,20757.0,4644000.0,806.8,9.67,301.3350559862188
MD,1989,0,22110.0,4694000.0,855.4,11.59,332.10481465700894
MD,1990,0,23104.0,4781468.0,919.0,11.54,363.77949198865286
MD,1991,0,23627.0,4860000.0,956.2,11.71,407.0576131687243
MD,1992,0,24492.0,4908000.0,1000.1,12.14,428.97310513447434
MD,1993,0,25222.0,4965000.0,997.8,12.73,434.6827794561934
MD,1994,0,26140.0,5006000.0,948.0,11.57,402.4570515381542
MD,1995,0,27039.0,5042000.0,986.9,11.82,423.1257437524792
MD,1996,0,28070.0,5072000.0,931.2,11.59,393.217665615142
MD,1997,0,29363.0,5094000.0,846.6,9.85,336.80800942285043
MD,1998,0,31417.0,5135000.0,796.6,9.99,298.7147030185005
MD,1999,0,32948.0,5171634.0,743.4,8.99,263.66908408444993
MD,2000,0,35480.0,5296486.0,786.6,8.12,256.0188018999767
MD,2001,0,37012.0,5386079.0,781.4,8.28,251.1103160573768
MD,2002,0,37995.0,5450525.0,770.8,9.41,246.15977359979084
MD,2003,0,39295.0,5512310.0,703.5,9.52,241.31443986277986
MD,2004,0,41515.0,5561332.0,700.6,9.37,229.65721161764844
MD,2005,0,43311.0,5589599.0,704.3,9.88,257.2277546206803
MD,2006,0,45293.0,5615727.0,678.6,9.72,255.99535020131856
MD,2007,0,47033.0,5618344.0,641.9,9.86,235.97700674789584
MD,2008,0,49026.0,5633597.0,628.2,8.75,234.36181182289042
MD,2009,0,48448.0,5699478.0,590.0,7.72,210.66841559876184
MD,2010,0,49616.0,5785681.0,546.3,7.36,191.05788929600507
MD,2011,0,51797.0,5839572.0,493.5,6.83,177.1020204905428
MD,2012,0,52481.0,5884868.0,477.3,6.34,172.86708894744962
MD,2013,0,51871.0,5938737.0,475.4,6.47,169.1942242938187
MD,2014,0,53075.0,5975346.0,448.0,6.06,160.07441242733057
MD,2015,0,55032.0,5994983.0,470.1,8.97,168.6576926073018
MD,2016,0,56606.0,6024752.0,481.7,8.9,179.50946362605464
MD,2017,0,58245.0,6024891.0,503.3,9.26,185.71290335377023
MD,2018,0,59915.0,6035802.0,469.4,8.13,160.97280858450958
MD,2019,0,61723.0,6054954.0,454.4,9.0,152.18943034084157
MD,2020,0,64863.0,6055802.0,399.9,9.13,118.46490357511688
MD,2021,0,69268.0,6174610.0,435.1,11.01,120.25050974879385
MD,2022,1,70886.0,6164660.0,424.5,9.8,118.64401280849229
ME,1979,0,7635.0,1097000.0,202.5,2.83,31.814038286235185
ME,1980,0,8568.0,1123670.0,193.4,2.85,30.791958493151906
ME,1981,0,9389.0,1132000.0,195.6,3.18,32.50883392226149
ME,1982,0,10173.0,1133000.0,163.0,2.12,30.450132391879965
ME,1983,0,10893.0,1146000.0,159.6,2.09,27.13787085514834
ME,1984,0,11908.0,1156000.0,158.5,1.73,26.384083044982702
ME,1985,0,12793.0,1164000.0,167.5,2.41,24.398625429553263
ME,1986,1,13766.0,1174000.0,147.0,1.96,27.938671209540033
ME,1987,1,14701.0,1187000.0,152.1,2.53,25.610783487784328
ME,1988,1,15996.0,1206000.0,157.4,3.07,25.787728026533998
ME,1989,1,17201.0,1222000.0,137.2,3.19,23.97708674304419
ME,1990,1,17748.0,1227928.0,143.2,2.44,25.082903883615327
ME,1991,1,17995.0,1235000.0,132.1,1.21,22.672064777327936
ME,1992,1,18809.0,1235000.0,130.9,1.7,23.31983805668016
ME,1993,1,19364.0,1239000.0,125.7,1.61,21.307506053268767
ME,1994,1,20148.0,1240000.0,129.9,2.26,22.419354838709676
ME,1995,1,21009.0,1241000.0,131.4,2.01,26.913779210314264
ME,1996,1,22079.0,1243000.0,124.9,2.01,23.49155269509252
ME,1997,1,23260.0,1242000.0,120.8,2.01,20.692431561996777
ME,1998,1,24830.0,1244000.0,125.9,2.09,21.141479099678456
ME,1999,1,25793.0,1253040.0,112.0,2.0,19.392836621336908
ME,2000,1,27478.0,1274923.0,109.6,1.18,19.37371904028714
ME,2001,1,28821.0,1284470.0,111.7,1.48,20.553224287060033
ME,2002,1,29546.0,1294894.0,107.8,1.08,20.85112758264383
ME,2003,1,30740.0,1309205.0,108.6,1.22,22.074465037942876
ME,2004,1,32096.0,1314985.0,103.7,1.37,21.97743700498485
ME,2005,1,32684.0,1318220.0,112.5,1.44,24.502738541366387
ME,2006,1,34168.0,1321574.0,116.0,1.74,28.980594351886463
ME,2007,1,35402.0,1317207.0,118.8,1.52,26.495455915433187
ME,2008,1,36960.0,1316456.0,119.4,2.35,25.29518647034158
ME,2009,1,37107.0,1318301.0,119.9,1.97,30.2662290326716
ME,2010,1,38018.0,1327379.0,122.1,1.81,31.03861067562467
ME,2011,1,39502.0,1328544.0,123.3,1.96,27.8500373341041
ME,2012,1,39992.0,1328501.0,122.4,1.96,31.6145791384425
ME,2013,1,39950.0,1328702.0,132.5,1.81,25.21257588232726
ME,2014,1,41137.0,1330256.0,127.6,1.58,22.852744133460025
ME,2015,1,42939.0,1329453.0,129.8,1.73,23.393079710226687
ME,2016,2,44234.0,1330232.0,124.0,1.5,20.14686160008179
ME,2017,2,45905.0,1335063.0,120.6,1.72,18.65080524289865
ME,2018,2,47729.0,1339057.0,112.0,1.72,17.026907741791426
ME,2019,2,49983.0,1345770.0,116.1,1.63,14.266925254686909
ME,2020,2,54331.0,1350141.0,108.6,1.63,12.591277503608882
ME,2021,2,59381.0,1377238.0,112.9,1.45,11.690063736260544
ME,2022,2,61587.0,1385340.0,105.5,2.17,10.105822397389812
MI,1979,0,9566.0,9208000.0,614.2,9.06,219.56993918331884
MI,1980,0,10232.0,9228128.0,639.5,10.19,244.02565720804915
MI,1981,0,10987.0,9201000.0,641.9,9.36,257.45027714378875
MI,1982,0,11492.0,9109000.0,656.6,9.08,271.1494126687891
MI,1983,0,12333.0,9069000.0,716.7,10.03,285.2905502260448
MI,1984,0,13594.0,9075000.0,760.1,9.69,306.6887052341598
MI,1985,0,14710.0,9088000.0,734.1,11.2,292.3855633802817
MI,1986,0,15553.0,9145000.0,803.9,11.28,301.2575177692728
MI,1987,0,16003.0,9200000.0,780.1,12.22,276.54347826086956
MI,1988,0,17074.0,9300000.0,741.7,10.85,241.11827956989248
MI,1989,0,18313.0,9273000.0,709.2,10.71,222.3228728566807
MI,1990,0,19048.0,9295297.0,790.4,10.45,234.01081213435137
MI,1991,0,19312.0,9368000.0,803.1,10.77,243.27497865072587
MI,1992,0,20265.0,9437000.0,770.1,9.94,221.48988025855672
MI,1993,0,21198.0,9478000.0,791.5,9.84,238.45748048111417
MI,1994,0,22660.0,9496000.0,766.1,9.76,228.8647851727043
MI,1995,0,23767.0,9549000.0,687.8,8.46,187.29709917268823
MI,1996,0,24773.0,9594000.0,635.3,7.53,176.22472378569938
MI,1997,0,25800.0,9774000.0,590.0,7.77,152.79312461632904
MI,1998,0,27286.0,9817000.0,620.8,7.34,155.78078842823675
MI,1999,0,28506.0,9863775.0,574.9,7.05,142.97771390770774
MI,2000,0,30250.0,9938444.0,555.0,6.73,137.96928372288457
MI,2001,1,30694.0,10006266.0,553.9,6.72,129.2889875204197
MI,2002,1,30595.0,10043221.0,540.7,6.75,117.96016437356103
MI,2003,1,31267.0,10082364.0,511.3,6.07,111.62064769730591
MI,2004,1,32092.0,10104206.0,492.2,6.36,112.1909034712871
MI,2005,1,32756.0,10100833.0,553.8,6.23,132.14751694241454
MI,2006,1,33563.0,10095643.0,564.4,7.14,140.9419885390163
MI,2007,1,34669.0,10071822.0,533.8,6.56,132.69694400874045
MI,2008,1,35826.0,10003422.0,514.9,5.54,132.41468769387114
MI,2009,1,34247.0,9969727.0,499.8,6.25,124.64734490723768
MI,2010,1,35635.0,9877143.0,493.0,5.87,116.65316579905748
MI,2011,1,37689.0,9876801.0,442.8,6.25,103.91016281486283
MI,2012,1,39042.0,9882519.0,455.0,7.09,105.46906107643203
MI,2013,1,39292.0,9898193.0,452.2,6.31,101.96810670392061
MI,2014,1,40829.0,9916306.0,429.1,5.49,81.04832585843963
MI,2015,1,42982.0,9917715.0,420.6,5.9,78.82864147638846
MI,2016,1,44080.0,9933445.0,460.9,6.16,71.70724758631069
MI,2017,1,45264.0,9976447.0,449.9,5.7,65.23364480360593
MI,2018,1,47089.0,9984072.0,452.5,5.56,56.469945328919906
MI,2019,1,48577.0,9984795.0,438.6,5.77,53.601501082395785
MI,2020,1,52820.0,9966555.0,478.0,7.57,44.52892699633925
MI,2021,1,57084.0,10037504.0,491.1,7.58,40.23908732688923
MI,2022,1,58052.0,10034113.0,463.3,6.95,36.70478895344312
MN,1979,0,9359.0,4060000.0,221.0,2.29,92.46305418719213
MN,1980,0,10284.0,4061235.0,227.8,2.61,99.10778371603712
MN,1981,0,11313.0,4090000.0,228.5,2.08,104.30317848410759
MN,1982,0,12063.0,4133000.0,219.3,2.3,101.33075248003871
MN,1983,0,12698.0,4144000.0,190.9,1.67,79.58494208494209
MN,1984,0,14335.0,4162000.0,211.5,1.78,71.119654012494
MN,1985,0,15134.0,4193000.0,256.4,2.1,85.80968280467447
MN,1986,0,15927.0,4214000.0,284.6,2.49,102.01708590412909
MN,1987,0,16815.0,4246000.0,285.4,2.64,102.54357041921809
MN,1988,0,17539.0,4306000.0,290.1,2.88,94.7282861124013
MN,1989,0,18969.0,4353000.0,288.3,2.55,94.83115093039284
MN,1990,0,19929.0,4375099.0,306.1,2.67,92.72933023915574
MN,1991,0,20337.0,4432000.0,316.0,2.96,98.0370036101083
MN,1992,0,21562.0,4480000.0,338.0,3.35,109.50892857142856
MN,1993,0,21921.0,4517000.0,353.9,3.43,112.72968784591542
MN,1994,0,23211.0,4567000.0,359.0,3.22,117.58265820013138
MN,1995,0,24283.0,4610000.0,356.1,3.95,123.6876355748373
MN,1996,0,25878.0,4658000.0,338.8,3.59,115.60755689136968
MN,1997,0,27067.0,4686000.0,337.8,2.75,114.6606914212548
MN,1998,0,29141.0,4725000.0,310.2,2.56,92.5079365079365
MN,1999,0,30240.0,4775508.0,274.0,2.81,82.02268742927454
MN,2000,0,32348.0,4919479.0,280.8,3.07,75.4754720977567
MN,2001,0,33417.0,4984535.0,263.7,2.39,75.39319114019662
MN,2002,0,33889.0,5024791.0,267.2,2.23,78.35151750590224
MN,2003,0,35195.0,5064172.0,262.9,2.51,77.13008167969019
MN,2004,1,37084.0,5096546.0,269.8,2.22,79.8580057945126
MN,2005,1,37812.0,5126739.0,297.3,2.24,92.14434360711554
MN,2006,1,39362.0,5167101.0,310.5,2.44,105.30082535642326
MN,2007,1,41325.0,5197621.0,289.6,2.23,91.77275526630356
MN,2008,1,42983.0,5220393.0,265.4,2.11,80.05144440274898
MN,2009,1,40963.0,5266214.0,244.5,1.41,68.72109640815964
MN,2010,1,42538.0,5310658.0,235.7,1.81,63.79623767902207
MN,2011,1,45134.0,5347299.0,230.5,1.4,63.30298717165432
MN,2012,1,47399.0,5379646.0,230.9,1.84,64.5953283914964
MN,2013,1,47413.0,5422060.0,234.4,2.1,67.76022397391397
MN,2014,1,49357.0,5457125.0,229.1,1.61,67.56304830840415
MN,2015,1,51353.0,5482435.0,242.9,2.43,68.78330522842496
MN,2016,1,51982.0,5525050.0,241.9,1.83,67.51070126062207
MN,2017,1,53826.0,5568155.0,239.7,2.05,65.13827291086545
MN,2018,1,56201.0,5606249.0,221.2,1.91,52.54850435647792
MN,2019,1,57903.0,5640053.0,237.5,2.25,55.93919064235743
MN,2020,1,61372.0,5657342.0,277.5,3.36,68.53041587374425
MN,2021,1,67730.0,5711471.0,308.9,3.55,70.0169886181686
MN,2022,1,69467.0,5717184.0,283.3,3.2,57.19599019377372
MO,1979,0,8695.0,4868000.0,527.2,11.15,210.90797041906328
MO,1980,0,9374.0,4901288.0,554.5,11.1,223.57388506857788
MO,1981,0,10438.0,4938000.0,540.2,10.45,215.2490886998785
MO,1982,1,11166.0,4951000.0,506.5,9.67,192.9711169460715
MO,1983,1,11889.0,4970000.0,477.2,8.11,167.92756539235413
MO,1984,1,13086.0,5008000.0,460.7,7.15,140.8346645367412
MO,1985,1,13940.0,5029000.0,503.5,8.13,147.6436667329489
MO,1986,1,14608.0,5066000.0,578.6,9.16,170.23292538491907
MO,1987,1,15232.0,5103000.0,544.6,8.29,164.1387419165197
MO,1988,1,16147.0,5139000.0,552.5,8.04,168.08717649348122
MO,1989,1,17258.0,5159000.0,632.6,7.93,194.99903081992633
MO,1990,1,17917.0,5117073.0,715.3,8.77,216.39323886917384
MO,1991,1,18580.0,5158000.0,763.0,10.53,251.10507948817371
MO,1992,1,19566.0,5193000.0,740.4,10.53,226.90159830541114
MO,1993,1,20247.0,5234000.0,744.4,11.27,241.76538020634314
MO,1994,1,21271.0,5278000.0,743.5,10.5,230.73133762788936
MO,1995,1,22201.0,5324000.0,663.8,8.81,204.03831705484598
MO,1996,1,23270.0,5359000.0,590.9,8.08,170.59152827019966
MO,1997,1,24469.0,5402000.0,577.4,7.89,156.05331358756015
MO,1998,1,25506.0,5439000.0,555.7,7.34,149.2186063614635
MO,1999,1,26281.0,5468338.0,500.2,6.57,130.7344205862915
MO,2000,1,27857.0,5595211.0,490.0,6.2,135.79470014625008
MO,2001,1,28634.0,5637309.0,540.5,6.6,137.8494597333586
MO,2002,1,29144.0,5669544.0,539.0,5.84,123.8900341896985
MO,2003,1,30054.0,5719204.0,490.8,5.05,116.90438039978991
MO,2004,1,31396.0,5759532.0,490.1,6.15,115.11351964013743
MO,2005,1,32256.0,5797703.0,525.7,6.93,124.11812057292344
MO,2006,1,33860.0,5842713.0,545.9,6.32,130.02521260243316
MO,2007,1,35228.0,5878415.0,560.7,6.24,131.46400858054426
MO,2008,1,37124.0,5911605.0,502.4,7.71,125.09293161501826
MO,2009,1,36306.0,5987580.0,492.9,6.46,124.20710871504012
MO,2010,1,36984.0,5995715.0,457.7,7.01,103.15700462747147
MO,2011,1,38402.0,6008984.0,447.5,6.09,104.42697134823457
MO,2012,1,39983.0,6024522.0,451.3,6.47,95.9744192153336
MO,2013,1,40121.0,6044917.0,433.7,6.1,90.75393425583842
MO,2014,1,41380.0,6063827.0,443.3,6.66,92.2189897567988
MO,2015,1,42677.0,6076204.0,498.5,8.28,105.04913923232333
MO,2016,1,43826.0,6091176.0,520.8,8.83,107.9594482247763
MO,2017,2,44781.0,6108612.0,531.2,9.81,104.1480454152269
MO,2018,2,46680.0,6121623.0,501.4,9.78,85.04280645835263
MO,2019,2,48425.0,6140475.0,499.6,9.38,81.34549851599428
MO,2020,2,52204.0,6151548.0,542.7,11.75,74.37152404565485
MO,2021,2,56896.0,6169823.0,524.3,10.21,61.29835491228841
MO,2022,2,58527.0,6177957.0,494.4,10.21,55.24480018232565
MS,1979,0,6634.0,2406000.0,323.6,12.55,70.73981712385702
MS,1980,0,7168.0,2511491.0,341.9,14.53,81.02756490069046
MS,1981,0,8007.0,2530000.0,304.6,12.61,81.38339920948617
MS,1982,0,8394.0,2551000.0,294.6,14.03,73.03018424147393
MS,1983,0,8746.0,2587000.0,280.4,11.21,63.78044066486277
MS,1984,0,9509.0,2598000.0,282.0,9.7,60.508083140877595
MS,1985,0,9974.0,2613000.0,270.9,10.56,62.57175660160735
MS,1986,0,10324.0,2625000.0,274.1,11.24,64.64761904761905
MS,1987,0,10916.0,2625000.0,269.8,10.25,56.990476190476194
MS,1988,0,11737.0,2627000.0,325.2,8.56,77.19832508564903
MS,1989,0,12707.0,2621000.0,311.2,9.65,78.32888210606639
MS,1990,1,13353.0,2573216.0,340.4,12.16,86.15677813288896
MS,1991,1,13973.0,2592000.0,389.1,12.81,116.31944444444443
MS,1992,1,14881.0,2614000.0,411.7,12.24,124.48355011476664
MS,1993,1,15656.0,2643000.0,433.9,13.51,139.34922436625047
MS,1994,1,16724.0,2669000.0,493.7,15.32,162.45784938179094
MS,1995,1,17470.0,2697000.0,502.8,12.9,130.88616981831666
MS,1996,1,18360.0,2716000.0,488.3,11.08,134.24153166421206
MS,1997,1,19219.0,2731000.0,469.0,13.11,136.98279018674478
MS,1998,1,20173.0,2752000.0,410.7,11.45,123.32848837209303
MS,1999,1,20681.0,2768619.0,349.3,7.69,111.64410848874475
MS,2000,1,21628.0,2844658.0,360.9,8.96,95.0202098108103
MS,2001,1,22806.0,2859733.0,349.9,9.86,115.1855785137983
MS,2002,1,23202.0,2866733.0,343.9,9.21,117.06705856457508
MS,2003,1,24060.0,2882594.0,323.9,9.26,104.62798437795956
MS,2004,1,25287.0,2900768.0,295.4,7.83,86.28749351895773
MS,2005,1,26716.0,2908496.0,279.6,7.36,82.68878485650315
MS,2006,1,27827.0,2910540.0,311.8,7.94,111.97234877376708
MS,2007,1,29432.0,2918785.0,291.3,6.92,99.21936696262314
MS,2008,1,30736.0,2938618.0,304.3,8.03,104.77714354162399
MS,2009,1,30220.0,2951996.0,286.3,6.57,100.5760170406735
MS,2010,1,31213.0,2970072.0,269.3,6.87,93.49941684915383
MS,2011,1,32454.0,2977457.0,269.0,7.79,83.82992600732773
MS,2012,1,33441.0,2986450.0,260.1,7.13,76.24437040633528
MS,2013,1,33976.0,2992206.0,277.5,7.25,80.642843440592
MS,2014,1,34623.0,2993443.0,278.3,8.65,80.34226808394213
MS,2015,1,35100.0,2989390.0,274.0,8.46,77.34019314977303
MS,2016,2,35638.0,2985415.0,281.7,7.94,81.49620739495178
MS,2017,2,36579.0,2989663.0,256.2,6.36,83.35387633990855
